S11;S22;S33;S23;S13;S12;E11;E22;E33;E23;E13;E12;Ep11;Ep22;Ep33;Ep23;Ep13;Ep12;PEEQ;MISES;ux;uy;uz
-9.49694e-03;-3.81321e+01; 3.72700e+01;-9.32499e-01;-5.55827e-01; 3.40617e-01; 9.72228e-05;-6.74022e-03; 6.69505e-03; 3.88070e-04; 2.11604e-04;-5.47483e-08; 1.36230e-04;-6.36885e-03; 6.31020e-03; 5.70347e-04; 3.08332e-04;-2.46675e-05; 7.33075e-03; 6.53312e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 2.82843e-04; 0.00000e+00;-2.82843e-04
 6.82659e+00;-2.06612e-12;-6.89694e+00;-1.05868e-17;-1.46507e-16;-1.51120e-16; 7.07082e-05;-1.62241e-07;-7.07132e-05; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 1.18850e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 1.36522e+01;-2.75413e-12;-1.37949e+01; 6.93001e-17;-2.35470e-16;-3.76899e-16; 1.41411e-04;-3.19304e-07;-1.41431e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 2.37700e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 2.04768e+01;-2.75358e-12;-2.06939e+01; 8.19810e-17;-3.08717e-16;-5.72294e-16; 2.12110e-04;-4.71186e-07;-2.12155e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 3.56550e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 2.73004e+01;-2.75624e-12;-2.75938e+01; 7.30437e-17;-3.50585e-16;-3.46610e-16; 2.82803e-04;-6.17890e-07;-2.82883e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 4.75400e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 2.86040e+01; 1.24182e-03;-2.90386e+01; 2.05822e-02; 8.17244e-02;-7.62375e-02; 3.53491e-04;-7.71364e-07;-3.53616e-04;-1.65987e-07; 6.86068e-14; 6.19988e-07; 5.68380e-05;-4.56107e-07;-5.62624e-05;-4.90923e-07;-8.26857e-07; 1.83885e-06; 6.53114e-05; 4.99209e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 3.06394e+01;-2.08564e-04;-3.15645e+01; 5.04361e-02; 2.42430e-01;-1.81316e-01; 7.06857e-04;-9.40515e-07;-7.07357e-04;-1.83026e-06; 8.05722e-12; 6.60335e-06; 3.87864e-04;-1.76098e-06;-3.85352e-04;-2.46130e-06;-2.45281e-06; 8.91953e-06; 4.46455e-04; 5.38747e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 3.28119e+01;-8.41133e-05;-3.40098e+01; 5.94032e-02; 2.87047e-01;-2.15864e-01; 1.06010e-03;-4.18356e-07;-1.06122e-03;-3.39335e-06; 2.78955e-11; 1.23309e-05; 7.17934e-04;-1.82538e-06;-7.14808e-04;-4.11539e-06;-2.90424e-06; 1.50113e-05; 8.27248e-04; 5.78759e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 3.50496e+01;-8.36924e-05;-3.64391e+01; 6.62861e-02; 3.22669e-01;-2.37058e-01; 1.41321e-03; 4.11866e-07;-1.41521e-03;-4.99060e-06; 5.99703e-11; 1.80250e-05; 1.04742e-03;-1.37085e-06;-1.04434e-03;-5.78165e-06;-3.26465e-06; 2.09322e-05; 1.20775e-03; 6.19189e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 3.73156e+01;-5.88596e-05;-3.88637e+01; 7.19688e-02; 3.58380e-01;-2.55833e-01; 1.76621e-03; 1.46986e-06;-1.76933e-03;-6.63597e-06; 1.04882e-10; 2.37076e-05; 1.37658e-03;-6.03640e-07;-1.37395e-03;-7.48310e-06;-3.62596e-06; 2.68184e-05; 1.58811e-03; 6.59823e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 3.96072e+01;-1.08764e-04;-4.13018e+01; 7.90570e-02; 3.94179e-01;-2.72792e-01; 2.11907e-03; 2.70769e-06;-2.12357e-03;-8.30322e-06; 1.62854e-10; 2.94200e-05; 1.70539e-03; 3.76283e-07;-1.70352e-03;-9.22026e-06;-3.98817e-06; 3.27175e-05; 1.96823e-03; 7.00795e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 4.19030e+01;-2.29776e-05;-4.37416e+01; 8.51744e-02; 4.31014e-01;-2.90459e-01; 2.47182e-03; 4.12786e-06;-2.47794e-03;-1.00053e-05; 2.34429e-10; 3.51459e-05; 2.03403e-03; 1.54370e-06;-2.03319e-03;-1.09816e-05;-4.36085e-06; 3.86395e-05; 2.34833e-03; 7.41817e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 4.42088e+01;-3.31625e-05;-4.61920e+01; 9.20608e-02; 4.70128e-01;-3.07768e-01; 2.82443e-03; 5.71331e-06;-2.83244e-03;-1.17455e-05; 3.20137e-10; 4.08840e-05; 2.36244e-03; 2.87657e-06;-2.36288e-03;-1.27884e-05;-4.75659e-06; 4.45719e-05; 2.72830e-03; 7.83018e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 4.65132e+01;-1.94013e-05;-4.86449e+01; 9.87687e-02; 5.09683e-01;-3.25411e-01; 3.17693e-03; 7.47363e-06;-3.18705e-03;-1.35284e-05; 4.20517e-10; 4.66258e-05; 2.69073e-03; 4.37370e-06;-2.69268e-03;-1.46353e-05;-5.15680e-06; 5.05136e-05; 3.10827e-03; 8.24231e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 4.88464e+01;-2.60398e-05;-5.11283e+01; 1.06209e-01; 5.52192e-01;-3.42842e-01; 3.52930e-03; 9.36320e-06;-3.54180e-03;-1.54124e-05; 5.37433e-10; 5.23050e-05; 3.01860e-03; 5.99733e-06;-3.02230e-03;-1.65899e-05;-5.58690e-06; 5.63921e-05; 3.48789e-03; 8.65957e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 5.11948e+01;-3.82960e-05;-5.36310e+01; 1.17857e-01; 5.98312e-01;-3.57184e-01; 3.88154e-03; 1.14002e-05;-3.89667e-03;-1.73451e-05; 6.70427e-10; 5.79779e-05; 3.34617e-03; 7.75914e-06;-3.35185e-03;-1.86357e-05;-6.05352e-06; 6.22342e-05; 3.86730e-03; 9.07983e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 5.35163e+01;-3.48687e-05;-5.61193e+01; 1.24142e-01; 6.38279e-01;-3.76035e-01; 4.23367e-03; 1.36541e-05;-4.25167e-03;-1.92228e-05; 8.17141e-10; 6.37629e-05; 3.67387e-03; 9.70431e-06;-3.68172e-03;-2.05708e-05;-6.45789e-06; 6.82377e-05; 4.24696e-03; 9.49650e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 5.58626e+01;-3.91901e-05;-5.86340e+01; 1.33005e-01; 6.85968e-01;-3.93547e-01; 4.58566e-03; 1.60435e-05;-4.60679e-03;-2.12240e-05; 9.82683e-10; 6.94501e-05; 4.00118e-03; 1.17821e-05;-4.01144e-03;-2.26549e-05;-6.94040e-06; 7.41310e-05; 4.62632e-03; 9.91764e+01; 2.82843e-04; 0.00000e+00;-2.82843e-04
 5.82193e+01;-4.06355e-05;-6.11660e+01; 1.37836e-01; 7.34671e-01;-4.14726e-01; 4.93754e-03; 1.85948e-05;-4.96204e-03;-2.33718e-05; 1.16877e-09; 7.50109e-05; 4.32824e-03; 1.40049e-05;-4.34113e-03;-2.48428e-05;-7.43316e-06; 7.99376e-05; 5.00551e-03; 1.03412e+02; 2.82843e-04; 0.00000e+00;-2.82843e-04
 6.05815e+01;-3.08454e-05;-6.37117e+01; 1.50281e-01; 7.83879e-01;-4.29533e-01; 5.28929e-03; 2.13235e-05;-5.31742e-03;-2.55104e-05; 1.37125e-09; 8.06279e-05; 4.65510e-03; 1.63842e-05;-4.67082e-03;-2.70991e-05;-7.93103e-06; 8.57362e-05; 5.38460e-03; 1.07664e+02; 2.82843e-04; 0.00000e+00;-2.82843e-04
 6.29800e+01;-4.35263e-05;-6.63005e+01; 1.67037e-01; 8.37162e-01;-4.41829e-01; 5.64091e-03; 2.42009e-05;-5.67292e-03;-2.76916e-05; 1.59213e-09; 8.62411e-05; 4.98144e-03; 1.88967e-05;-5.00022e-03;-2.94413e-05;-8.47015e-06; 9.15067e-05; 5.76321e-03; 1.11985e+02; 2.82843e-04; 0.00000e+00;-2.82843e-04
 6.53857e+01;-4.16338e-05;-6.89082e+01; 1.76926e-01; 8.86632e-01;-4.59904e-01; 5.99242e-03; 2.72778e-05;-6.02855e-03;-2.98967e-05; 1.83095e-09; 9.18622e-05; 5.30755e-03; 2.15795e-05;-5.32958e-03;-3.17360e-05;-8.97067e-06; 9.73474e-05; 6.14167e-03; 1.16329e+02; 2.82843e-04; 0.00000e+00;-2.82843e-04
 6.77886e+01;-4.04865e-05;-7.15242e+01; 1.83428e-01; 9.35627e-01;-4.81173e-01; 6.34380e-03; 3.05702e-05;-6.38430e-03;-3.21023e-05; 2.08671e-09; 9.75009e-05; 5.63354e-03; 2.44493e-05;-5.65901e-03;-3.39957e-05;-9.46639e-06; 1.03241e-04; 6.52011e-03; 1.20677e+02; 2.82843e-04; 0.00000e+00;-2.82843e-04
 7.02529e+01;-3.31998e-05;-7.42080e+01; 1.95340e-01; 9.94061e-01;-4.99076e-01; 6.69505e-03; 3.40003e-05;-6.74018e-03;-3.44850e-05; 2.36678e-09; 1.02946e-04; 5.95875e-03; 2.74435e-05;-5.98789e-03;-3.64862e-05;-1.00576e-05; 1.08907e-04; 6.89777e-03; 1.25138e+02; 2.82843e-04; 0.00000e+00;-2.82843e-04
