S11;S22;S33;S23;S13;S12;E11;E22;E33;E23;E13;E12;Ep11;Ep22;Ep33;Ep23;Ep13;Ep12;PEEQ;MISES;ux;uy;uz
 0.00000e+00; 6.68537e+01; 6.59444e+01;-2.07440e+00; 1.90460e+00; 1.44785e-01;-7.22985e-03; 3.85814e-03; 3.85810e-03; 6.51641e-04;-7.42287e-04; 3.20095e-07;-7.03833e-03; 3.36370e-03; 3.38382e-03; 7.58925e-04;-8.62894e-04;-1.12775e-05; 6.97439e-03; 6.65831e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
 7.15256e-07; 6.68964e+01; 6.60364e+01;-2.25958e+00; 2.05609e+00; 9.34034e-02;-7.79809e-03; 4.15297e-03; 4.15292e-03; 7.13589e-04;-8.09509e-04; 3.82047e-07;-7.60626e-03; 3.65848e-03; 3.67809e-03; 8.22095e-04;-9.30910e-04;-1.07422e-05; 7.55157e-03; 6.66811e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
-8.82672e-02; 6.75224e+01; 6.66127e+01;-2.00845e+00; 1.81468e+00; 1.84332e-01;-8.44510e-03; 4.50497e-03; 4.50492e-03; 7.80457e-04;-8.80668e-04; 4.54274e-07;-8.26006e-03; 3.99714e-03; 4.01798e-03; 8.93640e-04;-1.00776e-03;-1.21591e-05; 8.21612e-03; 6.73247e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
 6.96633e-02; 6.84989e+01; 6.76592e+01;-2.23013e+00; 2.08584e+00; 1.50953e-01;-9.08500e-03; 4.85685e-03; 4.85679e-03; 8.44207e-04;-9.48165e-04; 5.28691e-07;-8.90656e-03; 4.33361e-03; 4.35559e-03; 9.67373e-04;-1.08738e-03;-1.38766e-05; 8.87459e-03; 6.82191e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
-1.66893e-06; 6.93526e+01; 6.84004e+01;-2.08444e+00; 1.84495e+00; 2.12733e-01;-9.42440e-03; 5.05034e-03; 5.05027e-03; 8.77804e-04;-9.84950e-04; 5.70856e-07;-9.25319e-03; 4.51246e-03; 4.53558e-03; 1.00662e-03;-1.12870e-03;-1.44154e-05; 9.22674e-03; 6.90509e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
-1.16906e-02; 7.02043e+01; 6.91666e+01;-2.03154e+00; 1.89962e+00; 2.26700e-01;-9.89766e-03; 5.31631e-03; 5.31624e-03; 9.26170e-04;-1.03551e-03; 6.32914e-07;-9.73747e-03; 4.75984e-03; 4.78509e-03; 1.06380e-03;-1.18961e-03;-1.55724e-05; 9.71751e-03; 6.98703e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
-1.05567e-02; 7.11551e+01; 7.01162e+01;-2.15912e+00; 1.98693e+00; 2.41127e-01;-1.03015e-02; 5.54046e-03; 5.54039e-03; 9.67959e-04;-1.07755e-03; 6.88041e-07;-1.01457e-02; 4.97031e-03; 4.99606e-03; 1.11288e-03;-1.23783e-03;-1.59687e-05; 1.01320e-02; 7.08357e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
-2.02656e-06; 7.19788e+01; 7.08501e+01;-2.12928e+00; 1.86407e+00; 2.77757e-01;-1.07292e-02; 5.77555e-03; 5.77547e-03; 1.01226e-03;-1.12362e-03; 7.49963e-07;-1.05805e-02; 5.19131e-03; 5.21845e-03; 1.16298e-03;-1.28888e-03;-1.66860e-05; 1.05715e-02; 7.15907e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
 2.45028e-02; 7.21447e+01; 7.10805e+01;-2.28123e+00; 1.99500e+00; 2.53047e-01;-1.11262e-02; 5.98862e-03; 5.98853e-03; 1.05443e-03;-1.16594e-03; 8.10295e-07;-1.09825e-02; 5.39715e-03; 5.42474e-03; 1.21049e-03;-1.33684e-03;-1.72320e-05; 1.09787e-02; 7.17876e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
-7.98315e-02; 7.33767e+01; 7.22968e+01;-2.12251e+00; 1.84353e+00; 2.89118e-01;-1.17424e-02; 6.33997e-03; 6.33988e-03; 1.11625e-03;-1.22848e-03; 9.03233e-07;-1.16145e-02; 5.71972e-03; 5.74948e-03; 1.28647e-03;-1.41310e-03;-1.89158e-05; 1.16188e-02; 7.30867e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
 2.91589e-03; 7.44247e+01; 7.34626e+01;-2.26432e+00; 2.05003e+00; 2.74758e-01;-1.23527e-02; 6.69120e-03; 6.69110e-03; 1.17441e-03;-1.28769e-03; 9.95458e-07;-1.22408e-02; 6.04449e-03; 6.07590e-03; 1.36101e-03;-1.49038e-03;-2.14026e-05; 1.22563e-02; 7.41360e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
 4.97284e-02; 7.63575e+01; 7.51817e+01;-2.20414e+00; 2.02682e+00; 3.53589e-01;-1.29650e-02; 7.04230e-03; 7.04220e-03; 1.23210e-03;-1.34582e-03; 1.09080e-06;-1.28662e-02; 6.36533e-03; 6.39968e-03; 1.43232e-03;-1.56131e-03;-2.29763e-05; 1.28908e-02; 7.59066e+01; 0.00000e+00; 2.82843e-04; 2.82843e-04
 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 2.82843e-04; 0.00000e+00; 2.82843e-04
 1.42152e+01;-1.00148e-11; 1.42846e+01;-3.40066e-16; 2.14529e-16; 2.13346e-16; 7.07082e-05;-7.32430e-05; 7.07082e-05; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 1.42500e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 2.84295e+01;-1.43171e-11; 2.85681e+01;-1.22636e-15; 2.82550e-16; 1.43256e-15; 1.41411e-04;-1.46481e-04; 1.41411e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 2.84991e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 4.26427e+01;-1.43200e-11; 4.28507e+01;-1.23667e-15; 4.13360e-16; 6.80655e-16; 2.12110e-04;-2.19714e-04; 2.12110e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 4.27471e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 4.98954e+01; 1.12686e-01; 5.01287e+01;-1.12709e-01;-1.16316e-01; 3.79819e-02; 2.82803e-04;-3.15137e-04; 2.82803e-04; 5.56769e-06; 2.68220e-12;-6.43042e-07; 3.02825e-05;-6.34860e-05; 3.03805e-05; 9.05616e-06; 1.17685e-06;-1.30843e-06; 6.27855e-05; 4.99006e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.02721e+01; 3.93180e-02; 5.04880e+01;-3.04760e-01;-1.65158e-01; 5.70132e-02; 3.18147e-04;-3.74080e-04; 3.18147e-04; 9.43375e-06; 8.53156e-12;-1.31321e-06; 5.90098e-05;-1.24467e-04; 5.93145e-05; 1.65431e-05; 1.76742e-06;-2.43847e-06; 1.22838e-04; 5.03448e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.08167e+01;-2.80970e-03; 5.09708e+01;-5.55558e-01;-2.39332e-01; 9.95144e-02; 4.51783e-04;-6.24907e-04; 4.51783e-04; 3.01539e-05; 9.10741e-11;-4.53059e-06; 1.80037e-04;-3.81941e-04; 1.81100e-04; 4.35961e-05; 2.76360e-06;-6.62461e-06; 3.76002e-04; 5.09078e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.19372e+01; 4.56895e-02; 5.20549e+01;-6.59818e-01;-2.91264e-01; 1.00986e-01; 7.31283e-04;-1.12390e-03; 7.31284e-04; 7.16861e-05; 4.96411e-10;-1.03997e-05; 4.27436e-04;-9.02148e-04; 4.29304e-04; 9.98060e-05; 4.68850e-06;-1.44218e-05; 8.89183e-04; 5.19658e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.36934e+01; 4.99189e-07; 5.37510e+01;-7.29258e-01;-2.13941e-01; 9.67889e-02; 8.73694e-04;-1.39900e-03; 8.73697e-04; 9.47941e-05; 8.83244e-10;-1.39971e-05; 5.55829e-04;-1.17317e-03; 5.58394e-04; 1.25639e-04; 4.20137e-06;-1.82611e-05; 1.15618e-03; 5.37386e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.38014e+01;-1.89984e-02; 5.37890e+01;-7.81656e-01;-4.87186e-02; 9.54670e-02; 1.19735e-03;-2.07165e-03; 1.19736e-03; 1.52611e-04; 2.35465e-09;-2.31938e-05; 8.76991e-04;-1.84718e-03; 8.80169e-04; 1.84931e-04; 2.81006e-06;-2.75172e-05; 1.82087e-03; 5.38315e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.50663e+01;-1.26071e-02; 5.51163e+01;-7.09819e-01; 7.62001e-02; 5.37630e-02; 1.51512e-03;-2.64489e-03; 1.51513e-03; 2.01030e-04; 4.16446e-09;-3.11594e-05; 1.16562e-03;-2.43715e-03; 1.16849e-03; 2.46070e-04; 3.05395e-06;-3.64883e-05; 2.40758e-03; 5.51178e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.61795e+01; 7.72433e-02; 5.62170e+01;-8.08701e-01; 7.00843e-02; 8.11836e-02; 1.86806e-03;-3.26814e-03; 1.86809e-03; 2.52867e-04; 6.30467e-09;-3.75270e-05; 1.48507e-03;-3.08389e-03; 1.48846e-03; 3.14890e-04; 4.15805e-06;-4.47915e-05; 3.05308e-03; 5.61388e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.75720e+01;-4.11272e-06; 5.75427e+01;-7.00818e-01;-1.40447e-01; 1.50394e-01; 2.11064e-03;-3.67903e-03; 2.11067e-03; 2.86477e-04; 7.94051e-09;-4.17370e-05; 1.69638e-03;-3.51141e-03; 1.70118e-03; 3.59989e-04; 5.83421e-06;-5.09775e-05; 3.48021e-03; 5.75713e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.79237e+01; 1.08308e-03; 5.77840e+01;-7.66072e-01; 2.09955e-02; 1.98977e-01; 2.28510e-03;-4.01935e-03; 2.28513e-03; 3.17104e-04; 9.36555e-09;-4.44880e-05; 1.86472e-03;-3.85436e-03; 1.87065e-03; 3.93936e-04; 4.82646e-06;-5.43084e-05; 3.82201e-03; 5.78691e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.88949e+01; 1.26915e-01; 5.88405e+01;-5.82423e-01;-1.11795e-01; 1.27131e-01; 2.63777e-03;-4.59932e-03; 2.63782e-03; 3.69601e-04; 1.22122e-08;-4.98013e-05; 2.17297e-03;-4.46929e-03; 2.18056e-03; 4.66744e-04; 7.53865e-06;-6.10525e-05; 4.43937e-03; 5.87502e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 5.97982e+01;-7.19757e-02; 5.97571e+01;-6.83065e-01; 6.04516e-03; 5.59398e-02; 2.99032e-03;-5.21222e-03; 2.99038e-03; 4.25238e-04; 1.59291e-08;-5.64962e-05; 2.49622e-03;-5.09965e-03; 2.50524e-03; 5.37765e-04; 8.41430e-06;-6.85428e-05; 5.07679e-03; 5.98614e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.20988e+01; 0.00000e+00; 6.20510e+01;-7.44308e-01; 5.44842e-02; 6.94751e-02; 3.09661e-03;-5.39682e-03; 3.09667e-03; 4.41541e-04; 1.70850e-08;-5.83696e-05; 2.58733e-03;-5.27676e-03; 2.59676e-03; 5.57105e-04; 8.43867e-06;-7.07570e-05; 5.25607e-03; 6.20885e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.22390e+01; 0.00000e+00; 6.20486e+01;-8.48097e-01; 1.17331e-01; 8.62442e-02; 3.34350e-03;-5.88199e-03; 3.34358e-03; 4.88169e-04; 2.06895e-08;-6.39642e-05; 2.83315e-03;-5.76159e-03; 2.84405e-03; 6.04404e-04; 7.80280e-06;-7.64793e-05; 5.74438e-03; 6.21619e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.25612e+01;-2.03791e-02; 6.23839e+01;-9.84132e-01; 1.91811e-01; 9.18697e-02; 3.69579e-03;-6.54412e-03; 3.69589e-03; 5.48517e-04; 2.56303e-08;-7.05689e-05; 3.17578e-03;-6.42969e-03; 3.18711e-03; 6.71895e-04; 8.66607e-06;-8.33427e-05; 6.41942e-03; 6.25175e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.27764e+01;-3.39937e-03; 6.26796e+01;-8.52641e-01; 1.45759e-01; 1.52858e-01; 3.86749e-03;-6.83937e-03; 3.86760e-03; 5.75349e-04; 2.75630e-08;-7.23738e-05; 3.33617e-03;-6.73428e-03; 3.34752e-03; 7.02725e-04; 9.45967e-06;-8.60601e-05; 6.72989e-03; 6.27499e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.37509e+01;-9.33738e-02; 6.35203e+01;-1.02784e+00; 4.94846e-02;-6.31816e-03; 4.08537e-03;-7.22030e-03; 4.08549e-03; 6.05950e-04; 3.12816e-08;-7.80208e-05; 3.53728e-03;-7.12112e-03; 3.55077e-03; 7.40957e-04; 1.07013e-05;-9.06686e-05; 7.12317e-03; 6.37542e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.47228e+01; 1.99089e-02; 6.45250e+01;-1.08491e+00; 1.29015e-01; 8.24748e-02; 4.43740e-03;-7.83144e-03; 4.43755e-03; 6.58260e-04; 3.64811e-08;-8.38127e-05; 3.86684e-03;-7.74582e-03; 3.88154e-03; 8.04868e-04; 1.27604e-05;-9.75511e-05; 7.76081e-03; 6.46321e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.57316e+01;-4.29153e-06; 6.54226e+01;-1.15335e+00; 9.91157e-02; 1.56694e-01; 4.69255e-03;-8.27685e-03; 4.69271e-03; 6.94952e-04; 3.90386e-08;-8.49929e-05; 4.10387e-03;-8.19845e-03; 4.12074e-03; 8.50906e-04; 1.35495e-05;-9.91908e-05; 8.22208e-03; 6.56089e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.58761e+01;-1.82538e-02; 6.55337e+01;-1.14547e+00; 1.05689e-01; 1.29926e-01; 4.85274e-03;-8.57054e-03; 4.85291e-03; 7.20451e-04; 4.15588e-08;-8.73039e-05; 4.26040e-03;-8.49415e-03; 4.27792e-03; 8.77526e-04; 1.38349e-05;-1.01304e-04; 8.52418e-03; 6.57544e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.81201e+01; 0.00000e+00; 6.77608e+01;-1.17245e+00; 1.08149e-01; 1.33383e-01; 4.91073e-03;-8.67152e-03; 4.91090e-03; 7.28475e-04; 4.23445e-08;-8.79840e-05; 4.30721e-03;-8.58378e-03; 4.32502e-03; 8.85724e-04; 1.38100e-05;-1.02012e-04; 8.61536e-03; 6.79722e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.82195e+01; 0.00000e+00; 6.77327e+01;-1.24263e+00; 8.83943e-02; 1.32684e-01; 5.20525e-03;-9.23251e-03; 5.20545e-03; 7.78068e-04; 4.74350e-08;-9.23319e-05; 4.60092e-03;-9.14461e-03; 4.62004e-03; 9.35370e-04; 1.40098e-05;-1.06295e-04; 9.18623e-03; 6.80121e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.84531e+01; 1.60270e-02; 6.79001e+01;-1.21016e+00; 5.70022e-02; 1.60685e-01; 5.50414e-03;-9.79307e-03; 5.50437e-03; 8.26721e-04; 5.24237e-08;-9.60924e-05; 4.89747e-03;-9.70534e-03; 4.91744e-03; 9.83847e-04; 1.46208e-05;-1.10259e-04; 9.75876e-03; 6.81951e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.83251e+01;-2.91953e-02; 6.77893e+01;-1.17933e+00;-4.54378e-03; 1.44144e-01; 5.66454e-03;-1.00775e-02; 5.66478e-03; 8.50135e-04; 5.47462e-08;-9.76148e-05; 5.05249e-03;-9.99586e-03; 5.07297e-03; 1.01050e-03; 1.58390e-05;-1.11752e-04; 1.00564e-02; 6.81191e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 6.95098e+01;-4.76837e-06; 6.88836e+01;-1.16780e+00;-2.04871e-01; 7.78030e-02; 5.91937e-03;-1.04988e-02; 5.91963e-03; 8.82168e-04; 5.80528e-08;-9.97972e-05; 5.28235e-03;-1.04300e-02; 5.30587e-03; 1.05184e-03; 1.82130e-05;-1.13964e-04; 1.05008e-02; 6.92294e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 7.00907e+01;-1.05014e-01; 6.93717e+01;-1.17698e+00;-2.00717e-01; 1.30523e-01; 6.16755e-03;-1.09344e-02; 6.16782e-03; 9.16763e-04; 6.11154e-08;-1.01143e-04; 5.51697e-03;-1.08720e-02; 5.54263e-03; 1.09119e-03; 1.89325e-05;-1.15900e-04; 1.09532e-02; 6.98700e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 7.11241e+01;-5.72205e-06; 7.02596e+01;-1.27139e+00;-2.90266e-01; 1.58927e-01; 6.51884e-03;-1.15381e-02; 6.51914e-03; 9.64052e-04; 6.59930e-08;-1.03925e-04; 5.84471e-03;-1.14892e-02; 5.87412e-03; 1.14758e-03; 2.01634e-05;-1.19255e-04; 1.15854e-02; 7.07324e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 7.27618e+01; 2.73337e-02; 7.19182e+01;-1.23120e+00;-2.89766e-01; 1.14661e-02; 6.87001e-03;-1.21219e-02; 6.87034e-03; 1.01010e-03; 7.15333e-08;-1.07581e-04; 6.16285e-03;-1.20884e-02; 6.19574e-03; 1.20686e-03; 2.19948e-05;-1.21920e-04; 1.21993e-02; 7.23495e+01; 2.82843e-04; 0.00000e+00; 2.82843e-04
 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00;-2.82843e-04; 2.82843e-04
-2.10265e-12;-7.04470e+00; 6.93686e+00;-3.25856e-16; 3.90182e-16; 0.00000e+00;-2.51066e-07;-7.07132e-05; 7.07082e-05; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 1.21085e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
-2.80309e-12;-1.40904e+01; 1.38727e+01;-3.09603e-16; 1.64641e-16;-2.03202e-17;-4.96892e-07;-1.41431e-04; 1.41411e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 2.42170e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
-2.80054e-12;-2.11371e+01; 2.08076e+01;-4.86095e-16;-2.65898e-17;-4.06418e-17;-7.37477e-07;-2.12155e-04; 2.12110e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 3.63255e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
-2.80309e-12;-2.81848e+01; 2.77415e+01;-4.88336e-16; 2.45458e-16;-4.06418e-17;-9.72823e-07;-2.82883e-04; 2.82803e-04; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 0.00000e+00; 4.84341e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
-3.06883e-02;-2.92504e+01; 2.87986e+01;-2.69030e-01;-1.29127e-01; 1.17663e-01;-5.67371e-07;-3.53616e-04; 3.53491e-04; 3.31749e-06; 1.59271e-06;-3.52253e-12; 1.14289e-06;-6.00837e-05; 5.98210e-05; 8.35078e-06; 3.98724e-06;-1.22627e-06; 6.94429e-05; 5.02754e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
-4.84288e-08;-3.01379e+01; 2.98877e+01;-7.22418e-01;-3.48358e-01; 3.04241e-01; 3.86567e-06;-7.07357e-04; 7.06857e-04; 2.71088e-05; 1.32751e-05;-2.39915e-10; 6.62222e-06;-4.04349e-04; 4.02704e-04; 4.05240e-05; 1.95715e-05;-3.55067e-06; 4.66713e-04; 5.20050e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 3.35276e-08;-3.01072e+01; 2.99196e+01;-7.89985e-01;-3.79340e-01; 3.27442e-01; 8.56951e-06;-1.06122e-03; 1.06010e-03; 5.20674e-05; 2.55446e-05;-8.86699e-10; 1.14902e-05;-7.58364e-04; 7.55781e-04; 6.61951e-05; 3.21457e-05;-3.79242e-06; 8.75278e-04; 5.20101e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 2.40674e-04;-3.04982e+01; 3.01651e+01;-6.66090e-01;-3.22717e-01; 2.76033e-01; 1.19623e-05;-1.41522e-03; 1.41321e-03; 7.18792e-05; 3.53651e-05;-1.69469e-09; 1.72468e-05;-1.10964e-03; 1.10573e-03; 9.92000e-05; 4.84066e-05;-5.21448e-06; 1.28071e-03; 5.25540e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 7.55445e-03;-3.10149e+01; 3.06769e+01;-7.15499e-01;-3.55153e-01; 2.97906e-01; 1.61496e-05;-1.76933e-03; 1.76621e-03; 9.35471e-05; 4.62850e-05;-2.88658e-09; 2.32321e-05;-1.45901e-03; 1.45338e-03; 1.30164e-04; 6.39835e-05;-6.57617e-06; 1.68367e-03; 5.34473e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 7.56485e-03;-3.15848e+01; 3.12056e+01;-7.75723e-01;-3.87028e-01; 2.95866e-01; 2.03357e-05;-2.12358e-03; 2.11907e-03; 1.13839e-04; 5.66871e-05;-4.30221e-09; 2.94958e-05;-1.80816e-03; 1.80057e-03; 1.61352e-04; 7.98717e-05;-7.91679e-06; 2.08624e-03; 5.44016e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
-7.34346e-03;-3.22705e+01; 3.18649e+01;-7.61406e-01;-3.87870e-01; 3.16601e-01; 2.51326e-05;-2.47795e-03; 2.47182e-03; 1.36577e-04; 6.85024e-05;-6.23734e-09; 3.59525e-05;-2.15624e-03; 2.14639e-03; 1.91572e-04; 9.54912e-05;-9.11410e-06; 2.48738e-03; 5.55656e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 1.66707e-07;-3.26070e+01; 3.22098e+01;-8.19668e-01;-4.21488e-01; 3.32866e-01; 3.06540e-05;-2.83244e-03; 2.82443e-03; 1.59899e-04; 8.08214e-05;-8.61566e-09; 4.22758e-05;-2.50756e-03; 2.49551e-03; 2.19842e-04; 1.10341e-04;-9.88192e-06; 2.89223e-03; 5.61590e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 7.98759e-03;-3.31560e+01; 3.26990e+01;-8.11616e-01;-4.21970e-01; 3.22472e-01; 3.57519e-05;-3.18706e-03; 3.17693e-03; 1.81569e-04; 9.24437e-05;-1.11902e-08; 4.91563e-05;-2.85738e-03; 2.84271e-03; 2.50444e-04; 1.26623e-04;-1.09647e-05; 3.29519e-03; 5.70573e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 6.76022e-03;-3.36126e+01; 3.30850e+01;-7.70195e-01;-4.07884e-01; 3.12934e-01; 4.09216e-05;-3.54181e-03; 3.52930e-03; 2.03070e-04; 1.04100e-04;-1.40934e-08; 5.66276e-05;-3.20850e-03; 3.19074e-03; 2.82826e-04; 1.44038e-04;-1.23184e-05; 3.69945e-03; 5.77847e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
-4.43772e-02;-3.41295e+01; 3.34196e+01;-7.29435e-01;-3.92836e-01; 2.83554e-01; 4.52599e-05;-3.89668e-03; 3.88154e-03; 2.20664e-04; 1.13771e-04;-1.67372e-08; 6.50149e-05;-3.55997e-03; 3.53848e-03; 3.19747e-04; 1.64182e-04;-1.45229e-05; 4.10392e-03; 5.85197e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 5.53788e-02;-3.46674e+01; 3.40220e+01;-7.67165e-01;-4.18208e-01; 2.89802e-01; 5.03113e-05;-4.25168e-03; 4.23366e-03; 2.38067e-04; 1.23419e-04;-1.95886e-08; 7.39908e-05;-3.91015e-03; 3.88442e-03; 3.57351e-04; 1.84799e-04;-1.69462e-05; 4.50663e-03; 5.95093e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 1.79512e-02;-3.51877e+01; 3.45244e+01;-7.77593e-01;-4.30314e-01; 3.18618e-01; 5.61606e-05;-4.60681e-03; 4.58566e-03; 2.59291e-04; 1.35380e-04;-2.34027e-08; 8.24182e-05;-4.26078e-03; 4.23091e-03; 3.88408e-04; 2.02124e-04;-1.83576e-05; 4.90969e-03; 6.03955e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
-2.13531e-02;-3.56544e+01; 3.49231e+01;-8.32954e-01;-4.60094e-01; 3.23491e-01; 6.21649e-05;-4.96206e-03; 4.93754e-03; 2.80312e-04; 1.47501e-04;-2.75653e-08; 9.09025e-05;-4.61223e-03; 4.57815e-03; 4.19334e-04; 2.19627e-04;-1.95107e-05; 5.31367e-03; 6.11476e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 4.02205e-02;-3.62403e+01; 3.55017e+01;-7.92407e-01;-4.47952e-01; 3.12986e-01; 6.87324e-05;-5.31744e-03; 5.28929e-03; 3.01644e-04; 1.59766e-04;-3.21297e-08; 9.96344e-05;-4.96241e-03; 4.92386e-03; 4.50569e-04; 2.37469e-04;-2.07209e-05; 5.71605e-03; 6.21541e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
-1.17957e-02;-3.67657e+01; 3.59677e+01;-8.93067e-01;-5.17802e-01; 3.15801e-01; 7.50029e-05;-5.67294e-03; 5.64091e-03; 3.21694e-04; 1.71442e-04;-3.67698e-08; 1.08991e-04;-5.31364e-03; 5.27013e-03; 4.83572e-04; 2.56518e-04;-2.22071e-05; 6.11942e-03; 6.30179e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 8.74183e-03;-3.73191e+01; 3.65562e+01;-9.53506e-01;-5.55005e-01; 3.35631e-01; 8.20965e-05;-6.02857e-03; 5.99241e-03; 3.42742e-04; 1.84197e-04;-4.20904e-08; 1.17931e-04;-5.66395e-03; 5.61556e-03; 5.12909e-04; 2.73887e-04;-2.31887e-05; 6.52166e-03; 6.40102e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
 1.83866e-03;-3.77138e+01; 3.69307e+01;-9.55799e-01;-5.51184e-01; 3.41511e-01; 8.96095e-05;-6.38433e-03; 6.34379e-03; 3.65522e-04; 1.97992e-04;-4.82498e-08; 1.26910e-04;-6.01627e-03; 5.96291e-03; 5.41320e-04; 2.90834e-04;-2.38951e-05; 6.92613e-03; 6.46762e+01; 0.00000e+00;-2.82843e-04; 2.82843e-04
